review,classification
 the fact that u cannot open the windows some small items like i have ran out of facial and ears cotton pads and it was sunday and nothing could be found at the hotel  breakfast could be more varied every few days bed v comfi,good
 Cleaning lady misunderstood that she should not clean the room Bathroom sink was clogged and drained extremely slowly Breakfast too expensive  Excellent location nice reception hall ,good
 Perhaps the entrance to the hotel did not reflect it s status When we arrived we had to walk through the afternoon tea area and were a little bewildered as to where the reception was However a member of staff immediately stepped in and helped us with our luggage and showed us the correct reception desk  From the moment we arrived we were treated most politely and helpfully The room was very comfortable especially the bed superb ,good
 Hairdryer cut out a lot and water alternated between hot and cold Small room but with large showroom disabled set up comfortable bed tea coffee etc al very good,good
 There was no toothpaste and toothbrush in the bathroom  Size of the room was very good clean ,good
 Nothing  We had a fantastic stay on Valentines it was perfect everybody was lovely and made us feel very welcome and we will definitely be going back ,good
 Couldnt fault it  The staff noticed it was a birthday trip and provided vouchers for drinks and free chocolates They also gave us a free map and umbrella which really helped ,good
 Distance to centrum too far Two tram rides stop at midnight and then trying to find the right nightbus back wasn t the easiest task  Friendly and helpful staff Nice rooms and great breakfast,good
 Didn t like the the limescale on shower head and faucets  I really liked rich breakfast and location close to Mariahilfe Strasse ,good
 noise from the road not much storage great location clean rooms,good
 The smell upon our arrival probably coming from the bath Hotel was very small rooms also but it was ok  Location design coziness Street view park opposite of the hotel specialty coffee around the corner with nice English speaking staff free wi fi in the hotel Calm and relaxing atmosphere ,good
 Nothing Great location and service Beds very comfortable ,good
 So sorry we only planned two nights here  I love this place They are a big part of the reason we fell in love with Milan Coming in with jet lag it s quiet comfortable Need a good restaurant in a hurry They ve got it covered even make a reservation for you Awesome surprises A beautiful rooftop garden bar they make fabulous manhattans and breakfast included is dinomite everything you ever dreamed of for breakfast and more there were cheeses breads fresh fruits cappochinos more more more and PROSECCO Staff was so helpful and friendly Can t say enough ,good
 The air conditioning is not cold enough When it is busy breakfast time there is not enough staff to clear up the table and the services could be a bit abrupt then  The breakfast is superb The metro station is just outside the hotel with connection to lines to major sightseeing sites ,good
No Negative Nice and cozy hotel in a great central location Best part was the staff Especially Luka Marika were amazing ,good
 Shower was very small  Staff was helpful and rooms were very clean ,good
 The room was very warm and the air conditioning didn t really make a difference also the lack of enough natural light wasn t nice Staff kept knocking on the doors to do stuff before we had checked out which was annoying The staff on the desk were really lovely and upgraded us to a superior room with free sparkling wine as it was my partners 21st birthday The room was cosy and the bed very comfortable,good
No Negative I like as the best the umbrellas for the guests,good
 Nothing Size of omelettes a disgrace,good
 full airconditioned rooms with no chance to open a window or turn off AC i felt locked in toilet and shower are within the room which might be cool design wise but i hope it is only in single rooms if this would be a shared room with partner or friends it is well akward the tram no5 is in front of the hotel and should offer a direct connection to the amsterdam center but the ride is annoying often delayed overcrowded and it takes half an hour and more No wonder is everyone riding bike very clean Intelligent smart room design big bed friendly staff cool lobby to hang out and have a drink fast connection to the airport via amsterdam zuid and the trains,good
 The brasserie menu  I have stayed here many times over many years I like how I m never disappointed by the level of quality ,good
No Negative Flexibility of services Everibody helps everybody Places for children of different ages,good
 20 minute wait to be seated for breakfast then had to queue again inside for quite a while for foodNo Positive,good
 Bigger hotels tend to always exclude smth from the regular package you usually get from any other hotels even b bs and then ask for extra money This one did not have breakfast included which was not a problem but why would you not add it from the very beginning To make the price look less Stupid moves for a great chain Plus the breakfast for 12 euros per person had little difference from smaller hotels Finally what ruined it for me the hot water was barely warm cannot understand how thats possible in a hilton hotel Was a disappointment for me this time sorry  Good quality free parking ,good
 Nothing  Staff very friendly and helpful Liked it so much I booked 2 days for my return trip back to the US ,good
 Bathroom toiletries very sparse Good breakfast and dining room staff very efficient,good
 The internet was a little bit slowly On weekends breakfast is served only from 7 00 AM It was not possible to pay by any credit card  Breakfast was delicious Towels were changed daily No noise Good rest ,good
 Everything was lovely Everything was Superb Definitely liked the atmosphere view and warm welcome Loved the room especially the record player and great music collection,good
No Negative As always the staff were courteous and efficient which makes the stay much more pleasant than in some London Hotels ,good
No Negative Staff were very helpfull and friendly Location and free internet,good
 Breakfast was adequate for its price  Very friendly staff at reception and quick check in Rooms were quiet Great location ,good
 Our tv on our room wasn t working Room was very big bed really comfortable and the staff was really nice ,good
 No free WI FI in Rooms and No automatic doors to get into the Hotel for wheelchair users Great location Right outside main Train Station Close to Shops and Restaurant s ,good
 Bed too soft for a luxury hotel you inmagine to have a normal view window not a metal box next to it Luxury hotel cannot have not original capsule coffee Strategic position next to Piccadilly Hotel very nice and staff absolute very professional,good
 Nil All every thing specialy the staff,good
No Negative Very friendly and helpful staff Hotel is lovely and very centrally located Have stayed here before and would definitely stay here again ,good
 The hotel corridors are narrow but still the room space is good The location is fantastic,good
No Negative Lovely hotel from start to finish Very clean comfortable and a good night sleep The staffs can t do enough for you well worth the money cant fault anything 10 10,good
No Negative Location to the O2 was perfect rooms very comfortable and excellent staff attention ,good
No Negative staff friendliness good breakfast great service cleanliness,good
No Negative Cool staff very clean nice breakfast ,good
 The rooms at very small Barely enough space for one person I love the location of this hotel,good
 The only thing I felt upset about was I missed breakfast and got the times wrong and asked to be given some in my room and I was told no which was upsetting Apart from that I had no problems  The bed was very comfy lovely sheets bathroom was spotless and very nice and specious the staff were lovely and they also made amazing towel swans on the bed and they were beautiful I told them it was a belated birthday present for my partner and they left a bottle of red wine on the house with two glasses besides them I thought that was amazingly sweet of them The hotel is beautiful and swimming pool was lovely and warm and Sauna was lovely Smaller then I expected but truly was lovely Very clean Design was beautiful Amazing experience as a whole lovely location I would recommend this place to anyone wanting a comfortable cosy place to stay The design in the room was beautiful lovely wood furniture and curtains were gorgeous Shops open at night and not far at all from two tube stations Defiantly 10 out of 10 if that style is what your looking for Will defiantly go again It had a lovely warm feeling to it Defiantly worth your money ,good
 Bed not very comfortable Important point particularly for ladies the hairdryer cannot be plugged into a socket near enough to use a mirror  Restaurant next door is fabulous Convenient location ,good
 No bad experience Five star venue five star location five star food five star service all at a reasonable price Clean environment simply the best I ve stayed in over 20 years,good
 Didn t reward me the Marriott rewards because reservation was done through third party booking com  Location and service makes you feel at home,good
 Young not smiling staff Your receptionist likes too much the internet  location is great,good
 Nothing Everything,good
 No slippers No hair cream Twin bed instead of double size bed No A C Fan is provided but can be issue in hot weather During our stay we didn t need Hotel is old but rooms are renewed  Close to metro tram Direct access to all major sites Close to shopping district Free tea and coffee on the lobby all day Receptionist lady Lalka was very helpful Can rent a free bike ,good
 The room was very comfortble and of a good size  The receptionist was a little rude i queued up to check in and was told to go and sit down amd wait to be called There was only one person in front of me in the queue This was my welcome to the hotel ,good
No Negative Great location nice staff The room was clean and fairly equipped The free wifi kept going down perhaps our room didn t get a good reception We didn t take the breakfast so nothing to say about that We would love to go back again sometime ,good
No Negative We love the location and atmosphere and the friendly bar The staff are always helpful and friendly,good
 Ground floor bar feels like you re drinking in the foyer it needs a few shrubs to separate it a bit  We paid a little extra for a balcony room which was excellent We wanted the view of the front street and accepted the noise if the window was open Some would prefer the quiet of a room facing the internal courtyard but not us A good breakfast spread A rooftop terrace where we ate paninis from down the street for lunch Only 1km from central station and right on top of Lima Metro ,good
 The restaurant was closed throughout our visit The rooms were clean and comfortable,good
 Nothing Location,good
 Hot breakfast is terrible if you are vegetarian as only choice is eggs and the staff do not make allowances or provide other choices which is a real shame as breakfast is 12 Location for Wembley Arena seems longer than noted on hotel website  ,neutral
No Negative The location is Great but the staff need to be a lot nicer and helpful for there clients It s a big disapointment ,neutral
 very small room and uncomfortable bed No Positive,neutral
 I thought it was very over priced per night We booked a standard room through booking com and the pictures shown of the rooms were lovely The room we got was very small with no view and an old bathroom nothing like any of the photos It was compfy but I still thought for what we paid it wasn t worth that money at all  I liked how close it was to everything The location was spot on ,neutral
 Only one elevator Small car parking area Not very clean Nice breakfast,neutral
 Lacked atmosphere Unfriendly staff Expensive  Location,neutral
 Front office is not helpful at all Pretend to be busy all the time which actually they are not Very rude and sarcastic when ring to them for an urgent help Can just hang up the phone by telling busy Been to many countries and stayed in many other chain hotels but this is the worst experience I have ever had Will DEFINITELY discourage anyone from staying here  Only location near to Eiffel Tower I think there are a lot of other hotels at other area and we can just get to Eiffel Tower easily ,neutral
 Bed is so bad and not comfortable Location,neutral
 Poor wifi No airco in the roomNo Positive,neutral
 Did not get the room I had paid for Ended up staying in a standard room with no fridge  breakfast and lounge was great,neutral
 Overpriced for facilities 350 Euro night Marketed as executive room however impossible to stand up straight in the shower due to sloped ceiling narrow stairs to bed in the loft and huge hotel air conditioning unit outside window which had only a view onto air conditioner  Location was great and breakfast selection good ,neutral
 Room was smelly bedding didn t seem clean Friendly staff quick check in,neutral
 staff look sad and not hepfing mutc wen we com inn late and dey have to open the dore 2 times dey seem angry and to eat food tere in morning cost extra verry expensive 15 Euro per person and room was so smal and i have to pay somting call city tax somting i never do bifoure at anny hotel way to expensive all  Room and hotel was cleen and bed was good,neutral
 However there were fruits flies in the apartment didn t feel comfortable It was also above a gentleman s club When we booked this property it was advertised as Camden town but the apartment was actually in Euston One could also smell someone smoking either in the other apartment or coming from outside  The location was great ,neutral
 Air conditioner doesn t work The bathroom lock was broken Annoying water pipe sound in the air conditioner The staf was moreover the excellent,neutral
 the noisy air con units outside our bedroom window Kept us awake Also no nice miniature toiletries that you would expect from this type of hotel  Breakfast Lovely relaxed atmosphere with good selection of food,neutral
 Very small room noisy AC from the roof could be clener  Good location ,neutral
 The room was tiny you could not swing a cat the smallest bathroom I have ever seen The hot food on the buffet table was cold and over cooked Plenty of choice for breakfast off the cold table,neutral
 Room was not great and bathroom was especially poor for any hotel let alone a hotel with the Hilton name  Food and facilities along with location were very good,neutral
 No room service staff were unhelpful and quite rude  Pool and roof top bar were nice,neutral
 The room that I was in it was on the ground floor and when the curtains were open everyone would walk past and see inside the room I really didn t like that at all The bathroom was quite small and the floor was freezing in there Also the car park was way too small as it took me such a long time to find a spot and park my car  I liked how comfy the bed was ,neutral
 The room i stay in need maintain I ask for iron and i waited for 3 hours and no body show Location was perfect Swimming pool was amazing,neutral
 There was no explanation from the check in staff where all the facilities were I e the restaurant for breakfast The bar or the pool I would have thought going on previous experience from other hotels that this would be the norm Also the cleanliness of the hotel could have been better  The bed was comfortable ,neutral
 There was no breakfast included The restaurant was closed  The room was very comfortable,neutral
 One staff member Lisa I think was extremely rude I booked a double room for my girlfriend and I We were told only twin rooms were available unless we could prove we booked a twin Seemed to be some problem with booking com not saying what we booked She should not be working in customer service The Spanish women at reception was polite and really nice No Positive,neutral
 price is so high for entire hotel location ,neutral
 In room menu Wifi,neutral
 Rooms were kind of small beds were rock hard didn t sleep well I asked for 2 beds and the room was supposed to be a double room The shower was hatd to get into I also asked for a room with a view and had a view of a brick building  The rooms were very clean ,neutral
 The huge price tag was definitely not worth it there were no facilities at the Hilton that wouldn t have been available at a Premier Inn or Travelodge as a chain which represents luxury stays I really do not believe I received a luxury stay there were no lamp shades on the lamp the bottom of the bathroom door was scuffed and needed a lick of paint the view from the room was awful over looking a block of flats and a lot of little things were lacking NOT what you expect when paying 200 per night for a stay Ridiculous and not impressed No Positive,neutral
 rooms are tiny and don t even have a desk outrageously expensive for what it is this hotel must have been awarded 2 stars for its location Where have the 4 stars hotels of my childhood disappeared  location bed and broadband,neutral
 Toilets are big but there isn t any bidet The barrier of the bath tub doesn t stop the water and you find the floor completely wet There is no way to change the height of the shower The rooms are very dark  Panoramic view Location Mini bar drinks and soft drinks are included in the price of the room ,neutral
 Bed was uncomfortable room was very small could hardly walk between end of bed and side of room Staff were very pleasant and attentive It did have air conditioning which pleased my husband ,neutral
 The room was dirty The location,neutral
 All night I was up awake as I could hear people walking across the wooden floors above me which made me feel uncomfortable all night I was honestly up all night the worsts nights sleep I ve had in a very long time Because the room also faces the main road the curtains don t close properly which also made me feel discomfort and paranoid It s really not worth the money  The access of the Wifi was great ,neutral
 Rooms weren t clean with so much dusty I did not sleep Also initially we wer checked in and when we arrived to the room was a complete mess they changed us to another room  Location,neutral
 Even though it was a nice hotel it s not really suited for families with very small children The staff really did their best but both location and facilities were not optimal for baby s toddlers  Staff was very helpful and friendly ,neutral
 The day i got in had i booked directly with the hotel my rate would have been 155 I paid via booking com 220 n 258 for following day So i was really very dissatisfied that i did not get the best rate through booking com how can you make sure this doesn t happen to future bookings Now i am unsure i should use your services Secondly at that rate i expected at least a kettle in the room with tea bags and cups I had to call up for one Thirdly one part of the cupboard was very dusty and obviously missed every time it was vacumned and cleaned I didn t bother telling the staff since it would mean me waiting for them to come up  I love the warm interiors and the concierge guys ,neutral
 The only search parameter I used to find a hotel in Amsterdam was Free WiFi It did not work at the hotel at all So out I go to buy an ethernet adapter to connect to the ethernet outlet in my room Which did not work The hotel all in all is ok but it s year 2017 the WiFi has to work No Positive,neutral
 The facilities are not quite up to standard and are old similar to most Holiday Inns Definitely not good value for money Breakfast was good One staff member was exceptionally good,neutral
 the bathroom was small the maids kept taking my extra towels i asked for every morning signing people in like i was in a college dorm proved to be insulting seeing how i have lodged at 4 star hotels or higher without that hassle getting in and out of the building at early mornings depended on an attendant being at the desk it was like i was visiting someone in prison I didn t get a good gist of the kitchen and it s possibilities the snack bar was a joke the room lighting options were something out of a whore house  the breakfast was probably the best part the internet connection was strong,neutral
 I do not like the idea of putting a shower cabin and a toilet unit too close to the bed Because of that the room feels very cramped Too much plastic A bit minimalistic to me Staff was friendly and helpful Bed was comfortable,neutral
 The bed The location,neutral
 All except bedroom too cramped for 2 people No Positive,neutral
 Very far from the center Uncomfortable bed Expensive parking Poor breakfastst Not worth 200 per night Clean and nice room,neutral
 The hotel cannot be classified as a 4 star hotel in my opinion Breakfast is served in the hotel entry way and the space is rather crammed the food was not bad but little varied When we entered the room they gave us it was quite a surprise when we realised the room was already occupied since there was luggage in it I find this unacceptable The rooms is too small and simple for the hotel s 4 classification  Close to the city center ,neutral
 Water very slow to drain from shower Lots of noise early morning from top floor No Positive,neutral
 Booked through booking com our original room offered looked nothing like the one shown nor the hotels website I think the hotel was not worth the 100 as we had problems with the room as the heating was not working and had to call for assistance serveral times until moving rooms  Location was good as it was close to Euston station The staff were kind enough to offer complimentary breakfast and willing to change our room twice when we weren t happy as had problems with heating We were also given a 10 discount,neutral
 The bed and pillows were so hard I had a sniff neck after 1 night and we had to ask for soft pillows because of this The bed was so hard that after a few nights of sleeping in them we have back ache for several days after with my partner having severe back pain The shower cubicle was very small and only a slim person could comfortably stand in and it also leaked on to the floor despite the doors being closed so the floor because very wet The bed was a standard double despite our room being upgraded from a standard double to a club suite FURTHER MORE we were woken up every morning at 6 30 onwards and could not get to sleep earlier that midnight due to constant noise of trampling and doors slamming above and around us so much that our room rattled When I advised the staff upon checkout of our experience they didn t offer a refund and have lacked compassion and professionalism by consistently not calling me back or calling to discuss the matter further when an specific time and day had been agreed for them to call me I am still waiting for a call I will not choose to book this hotel or other hotels by the same company again as they have been less than helpful and very reluctant to make contact with me now they have been paid my money in advance Absolutely disgusted  The service on check in was great with complimentary fruit and drink in the room ,neutral
 It is over priced  The location,neutral
 ROOM TEMPERATURE AC OUT OF ORDER LOCATION,neutral
 price food couldnt find correct light switch toiletries provided minimal despite having an exp room The room waa standard bht i thought the price per night was high,neutral
 We complained about three things and all were not resolved The TV in one of our rooms was not working properly to connect playstation to it We complained but the TV was never fixed The AC in my room could not go below 23 degrees which was bit warm for me They had to give me a fan because they could not fix it Pillow cases in my room were never changed during our stay although two of them got stained on the first day No one was there to help us with our bags to or from the rooms  The staff was friendly,neutral
 All the rest quite a disaster pillow with stains in the room No minibar for a Euro 336 rate per night that came as a surprise No room service No possibility to purchase any food in the late evening rather inconvenient for somebody staying there to attend a concert at the Arena  Location perfect to attend events at the Amsterdam Arena ,neutral
 Check in by the receptionist room didn t match what was booked basics such as a tv took 2 days to fix cups left dirty Nespresso machine didn t work list goes on  Location,neutral
 Unfortunately the hotel had boiler problems and we were move to another in their group The Grand Park Paddington 1 2 Devonshire Place Which was not where we wanted to be No Positive,neutral
 Having to pay for wifi Standard rooms were dark Table not big enough to work from Reasonable price 150 per night for London prices but that is just for the room no breakfast included,neutral
 There is no hotel lobby like in most 4 stars hotel Room was not cleaned well  The hotel location is great just in front of Hyde Park ,neutral
 Room was small bathroom cramped Very disappointing for the price No Positive,neutral
 The bathroom was tiny the shower head had to be held in place or it spun away from you The TV was difficult to work Breakfast was cold disorganised and rubbery no offer of tea or coffee or explaination of how things worked Also no clear directions of how to find my room in the West wing and was told it s a bit of a walk to your room but you have the best views in the hotel Really best view as if see picture lol also the picture of the hallway was the distance from the lift to my room right at the end of the marathon length corridoor Breakfast staff were the only really friendly ones Also cos I used the mini bar to store some lunch for my course and two drinks they tried to charge me 24 but didn t explain why luckily I opened the sealed envelope to see what it was all about and called reception to argue the toss it was only when I said I hadn t used anything that they admitted that it was probably cos I stored stuff in the fridge Got it refunded eventually though i would not stay there again Also Arabic guests treated very differently than anyone else The room itself was nice and the location was handy ,neutral
 Hard pillows terrible coffeeNo Positive,neutral
 The single bed was really small even for a child Had forgotten a necklace which was never found back Free WiFi at the lobby is useless not even suited for mail check the same goes for their business corner useless I was never able to change my airplane ticket using these facilities  Location close to metro in the circle line ,neutral
 I asked early check in didn t get it I asked Late check out didn t get back to me on that and didn t get it Asked to include breakfast and they charged me Asked from the concierge from recommdetsiones nearby he told me that he is now in London and don t know places in London On the first day they didn t clean my room until 18 00 The Key didn t work half of the time The servers where bad in breakfast Nothing,neutral
No Negative the room is slightly small and not look like the picture on booking,neutral
 We booked a privilege Eiffel Tower double view room the view was not worth the cost of the room Could barely see the Eiffel Tower Had we have been on a higher floor the view probably would have been OK however we were only on 3rd floor No Positive,neutral
 The aircon in my room was not working and it was really hot Told staff who were reluctant to do anything immediate However they called a specialist the next day but then I had a rough nite due to the airco not working and on the second day they changed my room as it turned out the aircon in the other room had a major fault My only gripe was that after all my effort to explain to staff that the aircondition was not working and that the room was very hot The staff on call took it with a pinch of salt and advised that it would work only after some minutes but I already explained it was on for over an hour and still not working Next day they gave me free breakfast for the inconvenience I still think the staff should be more responsive to Guests requests especially when there is something wrong in the room  The rooms here are really spacious with good size bathrooms plus safe mini fridge and iron Really neat,neutral
 The room had window facing to the lobby could not able to let fresh air come into the roomNo Positive,neutral
 Tiny room with a sink in the room and not in the so called bathroom The bed filled the end of the small room so don t expect to climb in from either side as you have to crawl over your partner if you want the bathroom Oh and the bathroom has no soundproofing pretty embarrassing if you aren t open minded This place is fine for teenagers but not for grown ups doing business Wayyy too small and cramped Not even a wardrobe or iron Style over substance for sure and hideously expensive for what you get I m going back to The Hoxton or Hilton thanks  Location,neutral
 There was a lady serving breakfast the 21st of June that was extremely rude towards me and other guests ruining what should be a great start of a day to everybody The 22nd of June I hesitated to have breakfast because of a terrible experience but she wasn t there and service was great The fitness center is a tiny hot room with an elliptical and a stationary cycling next to each other Overall the staff is really friendly and the hotel is in a great location,neutral
 Mr TALEB the receptionest the way he talk about the very small room we have even I offer to bay for bigger room but he refused saying next time it s better to book through our site on the net Luckily the booking was for one night the second day i moved to better 4 star hotel with larger room breakfast included and even city tax included But Mr Taleb ask for it even booking reservation said tax include  Location was not bad,neutral
 Excellent breakfast and service otherwise food and beverage very poor  Small doubles are very small ,neutral
 staff not helpful only location,neutral
 Room ridiculously small Bed smallNo Positive,neutral
 Rooms were old n not that clean The location was perfect,neutral
 The room is too small and the price is too highNo Positive,neutral
 The staff is really bad They didn t notify me anything and when I check in they said they didn t have the room for me because there is technical problem with their system gosh they relocated us on another one  Location is good,neutral
 The room 704 was very small for a double The bed was barely a double and there was hardly any space around the bed There was a very shallow single wardrobe which was of little use The bathroom sink was so impractical that water went everywhere when you tried to use it This should not be classed as a 4 star hotel in my opinion The Reception staff seemed more interested in having a good time than in helping guests  The Reception area was quite attractive ,neutral
 No security system for rooms Keys are handed out without verification of person s ID Old furnishings with thin walls where you can hear others sleeping Hallway noises because of cheap door Hotel has not kept up with market and security trends  Old fashioned hotel with Austrian charm,neutral
 Bedroom Bathroom could have been bigger Bed could have been softer it was very hard Location to tube was excellent,neutral
 Long walk necessary to get to the next metro station at least there s a bus stop close the the hotel Friendly staff but expected better English skills Beds are very hard Bathrooms are very small seem much bigger on the pictures online Not really worth the money Check In even possible until midnight Nice breakfast,neutral
 Beds could be a little harder Exhorbitant Costa for food  Location Ambience ,neutral
 Breakfast very expensive 33 euro each Pool area service not great seating and beds damp and customers having to wipe before could sit down and service overall very slow Bed extra comfy great location close to everything bars restaurants and shops,neutral
 attitude towards us from housekeeping staff not giving what we had paid for not much,neutral
 Poor attitude of staff was very disappointing They were very unhelpful when they made a mistake with our parties booking and we found someone else in our room At first they refused to give us a different room as they said they were fully booked After complaining to the hotel manager and the company we booked with they miraculously found a room available for us It s a nice place to stay but I wouldn t say it s 4 star 3 at best Good location in very close proximity to Barcelone el Prat Airport and a 2 minute walk to the metro and local facilities such as a bank hospital supermarket and all purpose store Very clean rooms and good housekeeping,neutral
 Cold and beds hardNo Positive,neutral
 the hotel if compared to hotels we stayed in bellagio levanto florence and venice is not up to 4star standards and overpriced because of the 5star rating s fourie the hotel is a boutique type of hotel and in no way 5 star nothing more than 3star expensive for its facilities and easily 3km from the centre and 1500m from nearest metro i will not stay there again final remark s fourie,neutral
 This hotel is in desperate need of refurbishment however this is reflected in the price when you compare to other hotels in the neighbourhood The bathrooms were unclean Staff were slow to check in and unhelpful rude at times One staff member actually muttered to herself in Dutch whilst trying to deal with my query that was very rude  The location is perfect ,neutral
 Stuck in the basement and dirty bed linen  Location,neutral
 Bar closed early quality of the room facilities average particularly the very old iPhone 4 connection for the Bose player which is useless for modern iPhones  Location and helpful staff,neutral
 Very rude female staff member who checked us in condescending staff ill working air conditioner in room made sleeping very uncomfortable bright light coming in through sides of water stained window shade at 5 15 in morning Room needs room darkening shade staff opened our windows while we were out and came back to room with heavy rain blowing into the room all over my sisters luggage and my make up  Location Good Free continental breakfast wonderful toiletries pretty lobby,neutral
 Bad joke accomodation for over 200 per night Old furniture smelly blanket After asking for change there was no change Parking 30 per day Definitely no 4 hotel Maybe 2 3 in Europe scale  good location breakfast ok very helful stuff,neutral
 I booked the hotel through booking com 5 days before I was due to arrive the hotel took the first nights money out of my bank account Staff were not really that friendly No Positive,neutral
 The room was small in the attic and you could hear people talking in rooms adjacent very clearly  Location,neutral
 This is a 4 star hotel and the wall paper was peeling and torn off in some cases There was no iron for clothing in the room The bathroom looked dodgy but it was a place to stay  Proximity to Kensington station was good,neutral
 THIS IS DEFINITELY NOT A 5 STAR HOTEL The management is false advertising BREAKFAST IS NOT INCLUDED IN THE PRICE OF THE STAY ONLY a Continental Breakfast is included SO unless you want to eat croissants and bread your entire stay at this hotel BE PREPARED TO SPEND 8 EUROS FOR A COUPLE OF EGGS EACH PERSON family 32 EUROS Adds up after a week in addition to the 2 2 500 for the week A sofa bed was also supposed to be part of our room and when we arrived the woman at front desk said NO not the deluxe room I am glad I printed off the booking com confirmation All these details including breakfast included were written there The general manager said I am embarrassed The restaurant is in complete disarray They try but come up far too short No room in the restaurant either Had to wait a few mornings to sit  Most of the staff were awesome and went out of their way to help Location was pretty good Not far from Metro about a 10 minute walk to Louvre Pretty good shopping all around ,neutral
No Negative the location only,neutral
 Accommodation was only very average for the cost The bed was uncomfortable giving a very poor night s sleep the night before a big event and is most certainly not what I expected Breakfast was over priced and best described as warm and seating was cramped with slow poor service Having stayed in a few hotels recently we have had far far better service and facilities for much less cost and with a personal touch too On departure our comments were not solicited My wife I wouldn t hurry back to this hotel  Pros Location was central for our needs ,neutral
 I was on a 2 night stay The first room I was given was in the basement and very cold I woke in the night freezing and had to put a coat over me as the duvet was very thin The air con also heated the room but was too noisy to leave on all night Also I was woken up at 4 30 am as I was very close to where they served breakfast and the staff started work at this time I was unable to get back to sleep I asked to change rooms for my second night and was given another room on the 1st floor It was warmer but the bathroom was dirty and there was no hot water lukewarm at best  The staff were very helpful tackling all the problems I encountered ,neutral
 Reception staff was not particularly professional and or friendly Breakfast was also a negative point I considered it rather chaotic in terms of layout of food and quality in general  The location and room facilities,neutral
 The lady at reception asked for passport details which were not explained in the booking Bathroom very dated and dirty Location great staff not got a clue The lady on reception could not understand English and a very poor communicator,neutral
 Music to loud in the hotel Nothing,neutral
 If they had sent me a copy of my invoice as they had promised too No Positive,neutral
 Size of room small staff were hard to understand Location,neutral
 Moquette rottaNo Positive,neutral
 being allocated a double room when requested a twin and the total indifference shown by the staffNo Positive,neutral
 Room are very small air conditioning not function well  Location ,neutral
 One member of staff was quite rud The king size bed was amazing and the free refill of the fridge,neutral
 Room cramped no double bed beds so bad I had to consult a physiotherapist to treat the back pain Location free wifi,neutral
 They don t specify that if you take the flat for the breakfast you have to walk 5 mins to the hotel It would have been better to pay less without breakfast or at least say that the flat is not in the same building and not even in the same street  The flat was big and nicely cleaned and fully stuffed The position is good ,neutral
 Room was located next to a generator so very noisy It came on and off during the night so didn t sleep much  Location was very good,neutral
 They said only get breakfast when you book hotel yourself as I thought we were having it very small room It as very average,neutral
 Narrow bed small windows and dark interior Cold bathroom without additional heating Low ceiling in the room gives the impression of gloomy room Small elevator for 2 people  design,neutral
 I hated how unclean it was I was surprised that a seemingly nice hotel was this dirty Bed cover had two huge nasty stains I couldn t touch the phone wire as it was filthy The worst was the shower head and corners I am sorry to say they were disgusting  I liked the hotel modern style The staff were nice and helpful The best thing was the location The hotel is in the middle is within walking distance to London eye Shrek Adventure Sealife Thames cruises Theaters Covent Gardens and many other attractions ,neutral
 The only toiletry provided was soap No bath towels One bed was alongside a sloping ceiling which had to be avoided when rising during the night The only English TV programme was BBC World which had very poor reception Couldn t get the safe to work No Positive,neutral
 ferry across the river became a bit of a chore after a few times bathroom was a little cramped long walk to the nearest tube good breakfast nice view from the room,neutral
 room is ok breakfast was not that good housekeeping only every other day no tissues or iron board in the room how is this a 4 start hotel No Positive,neutral
 the restaurant was painfully slow and did not listen to what we were ordering food was mediocre and after dinner I ordered some drinks at the bar which sat there after they told me to sit down they would bring them over I got up myself and got them still awaiting my invoice as I do not know what I paid for and they have taken over 600 00 for one night with food  Very nice,neutral
 Breakfast could have been hotter Room was very small and more suitable for single occupancy  Helpful staff Comfy bed and tasty breakfast ,neutral
 bad smell on Fifth floor and hard beds  good breakfast,neutral
 The floor was not clean during our stay in the hotel  The suit room,neutral
 Small room no view for the window Location in the very heart of London,neutral
 Staff at reception and restaurant very disorganized and slow but friendly and helpful when they get around to you  Price was good,neutral
 Very cramped room no wardrobe ridiculously small sink in the bathroom and window was not working so no fresh air for 3 days Good location friendly staff,neutral
 The room was average for what you pay for it  The photos in the room information where incorrect and where changed after I had book the room Not happy ,neutral
 being told on 2 days out of 3 that the pool area and beds were reserved for a private function room was not cleaned well No Positive,neutral
 strong smell in room open corridorsNo Positive,neutral
 Beds too small and I m only 5ft9in Airconditioner wasn t working No international plug points Wifi was very slow Check in took forever Build quality of everything was poor The walls are paper thin The hotel smells musty  I d never stay there again ,neutral
 Not being told in advance that they were asking for photo due to security level I dont carry any as don t have a driving licence I didn t have two credit cards as only take one to large ocassions Bar staff ignored me until another customer pointed out Idbeen there before them Staff at breakfast brilliant,neutral
 No hearing no toothpaste woke up at 8 45 by cleanerNo Positive,neutral
No Negative Didn t have breakfast there,neutral
 Sofa bed was not good It hurt my back Toilet look old Breakfast food is not as I expect with the hotel price  Thai staff in breakfast restaurant is good Conceige staff is helpful Lication is good,neutral
 Very poor breakfastNo Positive,neutral
 Small rooms Should not be called 4 star hotel Better options available for the same or lower price  Clean rooms Staff were friendly ,neutral
 Noisy internet slow and interruptingNo Positive,neutral
 Level of customer service not acceptable Arrogant and immature reception service on arrival Average room nothing special I doubt I would stay here again  Very good location for key Amsterdam museums ,neutral
