review,classification
 The only grumble is no on site parking can t be helped with the location but offering the NCP parking facilities is a lot cheaper and closer to the hotel  The staff were so friendly and the hotel itself was simply amazing We stayed in an executive room so had access to the lounge again just made us feel extra special Top hotel we will definitely be staying again,good
 Rooms facing the front are very noisy  Location is great Restaurant very good and price very reasonable Restaurant manager and staff are very friendly and professional ,good
 We were not able to access our room until 16 45 but the reception staff did offer free drinks etc by way of apology  Stunning location beautiful hotel Breakfast was amazing with everything you could think of The staff were friendly rooms were clean and the beds were very comfortable We had an amazing river view balcony the view from our room room 441 at night was beautiful The only negative I had was the check in we were supposed to be able to check in at 15 00 but our was not ready until 16 45 this was a bit of a let down but we were given2 lots of drinks vouchers and later that evening a complimentary fruit bowl and drinks I would definitely book this hotel again ,good
No Negative The location was just perfect and I loved the cool look of the hotel with all the different lighting throughout Rooms were excellent with very comfortable beds and staff were always friendly and helpful ,good
No Negative Helpfull competent staff Great location ,good
 bar doesn t work during morning room was quiet excellent breakfast excellent location,good
 Fire alarm testing on a Sunday without any prior intimation Could lead to panic attacks or worse for people of that disposition Everything Efficient businesslike,good
 No hot water in the mornings for 2 days and the Hotel could do little to help us The friendly staff the location and the buzz in the Hotel ,good
 cant say much Rooms were very comfortable and the service from the staff was brilliant Plus the location is dead set center to everything,good
 The price for Christmas Dinner was a little high  Stayed for Christmas and could not fault a thing with the hotel itself Service was amazing staff superb and overall a brilliant stay ,good
No Negative Wonderful place,good
 No bath robe Comfy bed,good
 Room was quite basic in comparison to the overall hotel No coffee making facilities in the room  Staff were very helpful I asked for some complicated directions to more than one place and the young lady was very patient and gave me lots of her time Thank you ,good
No Negative Great staff good location good rooms ,good
 Consumer Furniture cleaness Free wifi,good
 Nill I did like the service i had alot every one was treating me like a family they never ignored my request and when ever i ask for any thing i find it right away at my door step so thanks for that,good
 They did not have connecting rooms As we are a family of 5 with a 11yo 8yo and 5yo we had book 2 rooms The rooms were on the same floor  Location was great Walking distance to metro city tour bus stop and Ramblas Street ,good
 As mentioned the hotel lies in between two derelict buildings in a largely residential location We were travelling with an infant and required a kettle which took over 24 hours to arrive despite repeated requests  The hotel was very nice Room was large and breakfast was good Value for money was superb 10 minute walk to the underground train station Free parking ,good
 Nothing Good quality of food attentive service from staff,good
 Everything was perfect Great hotel ,good
No Negative Excellent hotel Highly reccomend,good
No Negative Everything was amazing from staff to room and location was perfect ,good
 room sizes staff,good
No Negative The staff were extremely helpful and welcoming,good
 Nothing  Staff were very friendly and helpful and went out of their way to help us with booking tickets restaurants etc They also allowed us to use a shower at the end off a hot day before we took a taxi to the airport ,good
No Negative Did not have breakfast,good
 The card in the bathroom mentioned a lot of complimentary items such as razor shaving gel comb etc however we never saw them in the bathroom this was not a major problem since we had our stuff with us anyway yet I wonder why the management offered something when they didn t provide it The room had only two bath towels which is a bit difficult to deal with when one of the guests has long hair and thus needs two towels herself The management really ought to put in a couple of extra towels in the wardrobe  The hotel is close enough but not too close to Kings Cross and the Euston Road artery You can be in central London Russel Square Victoria station Covent Garden etc within 20 30 mins on the Northern line and the buses I agree that they are slower nevertheless they are more comfortable since you don t have to breathe in the bottled air and stand in a crowded tube can take you there too Angel has excellent cafes pubs and restaurants We had all the meals there There are many shops and the normal brands of supermarket and a proper market Chapel Street St Mary s and St Silas s churches and Sadlers well theatre are nearby Buses 207 73 and 30 stop right next to the hotel Angel tube is a few minutes walk away Check in and check out were smooth The room was spacious for London clean and tidy and the soundproofing was excellent Proper controllable AC was present in the room Excellent staff gave us all the time when we took a extra time to check out They also have 24 hour manned front desk we came back in the wee hours of the morning D ,good
No Negative amazing hotel great location and lovely staff,good
 No tea and coffee facilities in the bedroomNo Positive,good
No Negative The personnel is extremely kind and will always assist you The hotel is easy to find and you are at the Central Station in 5 minutes Easy to access all points of interest Superior rooms are quite modern very comfortable and worth the price ,good
 Not somewhere where I d like to spend time but a good place to crash for the night  Everything was right with the room bed was comfy and the marble lobby quite a sight for tired eyes ,good
No Negative Great price excellent facilities and easy access to town center ,good
 The view from the room windows  Executive Family room was very nice and comfortable ,good
No Negative ted close to all amenities Metro shops cafes Opening windows was a bonus ,good
No Negative Great location Tucked away on a quite street yet only a few mins walk to the centre of town Dam Square,good
 Room rate is expense Staff location is nice,good
No Negative Well equiped Staff friendly Close to padington station Nice room,good
 wifi Lovely room great location very good shower ,good
 THE ONLY THING I WOULD RECOMMEND IS A HANDLE TO HOLD ONTO WHEN YOU ARE ENTERING THE SHOWER IT ALSO COMES HANDY WHEN YOU USE THE SOAP AND THE BOTTOM OF THE SHOWER STALL GETS VERY SLEEPERY THERE IS NOTHING TO GRAB TO BE SURE YOU ARE NOT GOING TO FALL  The croissants were extra flaky outstanding the staff especially FRAU DAGMAR NIEL FANTASTIC EXTREMLY FRIENDLY AND HELPFULL BRAVO FRAU DAGMAR NIEL HOTEL ROOM WAS VERY NICE AND COMFORTABLE ,good
 Nothing The fact that it was clean within walking distance of the tube ,good
No Negative Diego and all the staff at the hotel The Serras are an absolute delight The level of service they delivered constantly was exceptional across the board Food and wine at the hotel was outstanding cocktails at the rooftop bar oh how we miss them I can whole heartedly recommend the hotel The Serras to any one visiting the beautiful city of Barcelona P S Check out De Antonio yachts ask in the hotel we chartered a boat with them to watch the sunset over the city sky line which was an awesome experience the perfect end to our trip ,good
No Negative Quality breakfast which didnt close early plenty of choice Staff friendly and multi lingual ,good
No Negative Great location and world class customer service ,good
 I felt that the prices in the restaurant were high My reason for coming was sad and personal I chose this hotel because of its link with Paddington because I was On my own ,good
 rooms bit small but ok stylish funny very nice and friendly always helpful especially considering London average prices this is the perfect choice check out the Borough Market very close you will love it,good
No Negative Excellent place to stay ,good
 Nothing Our second stay here and we ll be back Really friendly helpful staff just as we found on our first visit Brilliant location nr Earl s Court tube and some great eating spots within easy distance The front of house team were especially kind and helpful Keep up the good work and see you next time ,good
 Rooms not soundproof Design not always very logical  Comfortable bed Great location to start city exploring Nice personel Great panoramic terrace on 11th floor ,good
No Negative we got an upgrade which was absolutely amazing it was one of the best hotels we ve stayed in by far ,good
 Lifts very slow and had to pay extra to sit in bar looking at Big Ben should put that on website Bathroom very nice,good
 nothing some rooms are noisy we had a free change after talked to the nice stuffs ,good
 Seriously for a four stars include a kettle in the room Upgrade the single bed into something decent  The hotel is in a very good location off mariahilfer The breakfast was excellent and the hotel is very clean throughout Yet I made the error of booking a single room which came with a wobbly single bed I did complain about it but nothing was done to fix that I would book a double bed and avoid single beds I think it was simply a cheap bed Though the mattress was very good and comfortable The WiFi was great and the staff were very helpful There are no facilities in the hotel So very basic for a four stars ,good
No Negative The location was incredible and price was decent ,good
 Lack of electrical points sockets Sofa bed was quite lumpy could feel the springs  Breakfast buffet was excellent Club room for 3 was a good size ensuite bathroom also a good size Main king size bed was great comfortable,good
 Liked everything Great location nice staff and great service,good
 Extortionate bar prices Lovely relaxing modern hotel,good
 No parking It was amazingly room beautiful staff lovely and friendly room service and the food amazing My husband and I was very pleased with the hotel and would stay again in the BLAKEMORE HOTEL,good
 No toilet paper in shower room but we all make mistakes Room was a little small Location close to Albert Hall and right opposite Kensington Palace well worth a visit ,good
 Breakfast Selection was ok but tasteless  Location ,good
 The beds were a bit hard for my taste and there was music and noise from the inner garden so next time I will prefer a room away from the garden bar  Very nice breakfast friendly staff with a professional distance ,good
 For the quality of build equipment and facilities etc the comfort of the bed was a huge let down Would rate the mattress 4 10  Everything was very well built the room temp lighting control system was awesome ,good
No Negative Exceptional front desk service ,good
 No phone adapter for charcher Location,good
 Walls are very thin and no privacy in room Location,good
 No tea or coffee making facilities in room Very clean hotel and helpful staff,good
No Negative Pleasant helpful staff great breakfast central location quiet ,good
No Negative Good breakfast very comfortable,good
 No one got back to me when I had a query about the TV set  The ambience is country house hotel The service was generally good The room was quiet by London standards The bed was very comfortable with good quality linen ,good
 staff in breakfast area The hostess was very rude unprofessional  new so all clean great breakfast options,good
 Rooms are comfortable but compact Excellent location very helpful staff nicely furnished and comfortable,good
No Negative I couldn t fault a single thing My boyfriend and I arrived in Amsterdam on Friday and the staff couldn t have been more welcoming or helpful The hotel was immaculate loved the quirky interior design We were very impressed with the room as it was a perfect size for a couple and loved that you could control everything from the mood lighting to the blinds and television through the IPad Location is brilliant tram stop number 5 was right outside our hotel which allows you to go all the way to centraal station and Zuid Station was a 5 minute walk at the very most The worst part was having to check out not because it was stressful it was the easiest procedure of checking in and out that i have ever experienced but because we had to leave Thank you for having us CitizenM we will definitely be back in the near future ,good
 The pool terrace seemed understaffed in the early evenings Drinks were expensive when compared to similar venues in the city  The staff were very helpful and the room beautiful Overall a very luxurious hotel in a central position ,good
 1 staff member was quite rude and totally ignored me when i asked politely for some more tea  Roomss were a great size and beds very comfy Can highly recommend,good
 Bathrooms are small and out of date for a marriot hotel Location is missguiding it should be marriot edgeware road not marble ach Staff was outstanding rooms are good executive lounge was good,good
No Negative Had a wonderful stay with my wife 3 children aged 8 5 3 months We booked for 2 nights for Christmas All the staff were amazing very friendly and polite and always willing to help The family room was spacious and very clean We booked the 5 course Xmas dinner and wasn t disappointed with the quality The breakfast was very good The kids enjoyed the swimming pool and hot tub was great I would love to stay here again as all the family had a wonderful time Just wanted to say a big thank you to all the staff for making it a wonderful stay ,good
No Negative The room,good
No Negative Breakfast Location Wi Fi,good
No Negative I really enjoyed the cleanliness of the room and also the room service quick and the staff were wonderful ,good
No Negative Lovely hotel in a nice location with very clean and modern and well spaced rooms,good
 We liked everything We liked the design and the service,good
 Can t think of anything  Room was very comfortable and the staff were wonderful Good breakfast When I opened the window and it broke they immediately moved us to another room ,good
 The only thing was that the doors all the way down our corridor were slamming early in the morning when the staff kept on going in and out of them kept us from having a sleep in No Positive,good
 Nothing  Fantastic welcome from the minute we walked in Offers of carrying our luggage to the room Very nice receptionist Speedy check in No pressure to upgrade We felt very welcome ,good
 Paid for breakfast but did not get any as breakfast starts later at the weekend This was disappointing and we asked several staff on reception but a slightly earlier breakfast was not an option Shower in the room was disappointing  Very easy to get to City airport and Excel exhibition centre,good
 When booked it said breakfast included arrived no brekfeast Cost of room per night used a bottle of water got 5euro bill Very upset over cost but no frills Bed was comfy excellent view from room,good
No Negative The staff and ambience of the hotel plus a brilliant location in Knightsbridge ,good
 Would like bar restaurant improved Good location,good
 Spa area had quite a few children in the pool when we went down to view it and we booked the hotel specifically for the spa facility so we didn t end up using it which was a little gutting  Staff fantastic hotel spotless and great location from The train station ,good
No Negative Bed the best we ve slept in Cookies on arrival best ever,good
 No hot option for breakfast  Room was very comfortable location perfect Four stops from city centre but nice atmosphere lively where we were ,good
 Spent the day in the spa except the hammam suite was not in use There was a sign on the door of the suite saying that it was booked for a private party although we did not see anyone leave or enter the hammam suite all day Nobody could withstand the heat in the suite for more than 20 minutes let alone all day I suspect the suite might have been broken but instead of admitting this a phoney excuse was given I suspect anyway Also when in the spa a group of young male teenagers proceeded to take photos of themselves in the pool and using the facilities I found this rather uncomfortable and no member of staff seemed to approach them on why they were taking pictures in a spa I just didn t feel it was up to 5 star standard unfortunately However room was lovely and comfortable and the location is great for the theatre district  Room was lovely very stylish and bed was very comfortable ,good
 The breakfast on the first day was a bit chaotic No Positive,good
 Room view overlooking walls and roofs of other buildings On check out reception was rude on a bar bill which I never consumed and was charged to my room despite I informed her I never had anything from bar  Cleanliness in room ,good
No Negative Excellent hotel and very friendly staff very big and clean room free coffee water and tea every day nice swimming pool many shops and restorants near the hotel We will definitely stay again there ,good
 Both of our rooms were old fashioned time for renovation redecoration  Nice pool and sauna Good location ,good
 The modern decor in reception actually made it look slightly scruffy  Exceptional bed spacious room very helpful staff,good
 When arriving an hour up to end of car parking feel there should be a concessionary free hour  Every member of staff was friendly welcoming and extremely helpful The car parking facilities were good Easy to find ,good
 The room was clean Had no idea what room to expect but to come in with lots of flies flying around in your room that s just unhygienic They gave us a room facing the street and because we were staying on the weekend it was so noisy someone was having a party and we didn t get any sleep till 3am every night and then people checking out at 5am leaving their room woke us up too because you can just hear everything My girlfriend left her jacket on the Eurostar and I asked in the reception if they could talk in french and ask if anyone had hand it in by any chance and they didn t bother to just said leave early and ask for yourself  The location is brilliant short walking distance to the Eiffel tower Taxi service was very fast too They also let us leave our luggage with them after check out which was helpful ,good
 There was a slight Confusion with the booking The comfort of the room was excellent,good
 breadfast is no goodNo Positive,good
 couldn t get wifi location,good
 The room had very little natural light  rooms were very well equipped air conditioning superb bathroom facilities excellent Very quiet despite being in the centre of Barcelona Roof pool lovely Staff were very friendly giving maps and also restaurant reservations Breakfast plentiful and good choice ,good
 Bar and breakfast staff weren t very friendly Spa staff where very friendly and helpful Chocolate left in room every morning Complimentary fruit at reception,good
 But the apartment has not elevator and the apartment walk 3 5 min from reception  all of facilities is very well ,good
 One glass of wine one g t two burger and chips 80 00 Quid blackmail  Hotel was lovely location great ,good
 Breakfast is a bit expensive No Positive,good
No Negative It s a lovely hotel in a great location Room was in a quite part of the hotel overlooking the garden We have stayed here before and I know we will be returning Staff are really helpful and friendly Breakfast very good ,good
 Lack of usual room service only for breakfast or ready dishes But in general it is not the great problem Silence of room Very clear Unforgettable breakfast tasty and fresh Very comfortable bed and pillows,good
 Nothing not to like  This hotel feels like such a touch of luxury The staff were wonderful Fantastic cocktails in The Distillery bar Will stay again without a doubt ,good
No Negative Great location easy access to public transport friendly staff,good
 Wi Fi was terrible Staff were very pleasant and helpful ,good
 Shower curtain Coffee machine and fruit in the lounge,good
No Negative Very prefessional and helpful staff in a nice hotel that is ideally situated ,good
 For that kind of money breakfast should be included Not even a good breakfast Very close to the center,good
 The hotel automatically takes an extra 60 hold on top of your hotel stay which was not mentioned when I booked in case you spent more Because I only wanted a hotel with good location and facilities to cater for a family whilst travelling on my own with two children I thought this was a bit off However I explained this and I offered to pay up front for my stay and they accepted that  Location was great just off Trafalgar square tube near by close to the riverside and close to theatre with a little Tesco next door but one Stayed in family room which had a fridge kettle and microwave so nice to be able to sort a warm drink out on at bedtime and simple breakfast in the morning and of course have a bottle of wine chilling after a long day out and about Staff really friendly and helpful Asked for more pillows as they was only one each and we all like two and they were waiting for us on return ,good
No Negative Clean and comfortable hotel in a good west London location Superior rooms are a good size and well appointed ,good
 nothing  staff location room size close to movie theater ,good
  Location,good
 The breakfast in the bag is limited for someone with special dietary needs gluten free as there is no choice available  The rooms were lovely but a bit on the small side,good
 The room was a little disappointing for 4 star deluxe It was small and with a horrible back view The tv screen slightly obscured the bathroom door We were misled as to bar charges  The bed extra comfy the breakfast excellent and at great times Everything clean and they looked after our case when we went to walk about British Museum literally across the road ,good
 I didn t have a view but didn t need one since we were exploring Paris most of the day  I unexpectedly had to get a hotel in Paris with my 6 yr old This was great all staff spoke English and we were provided a cell with maps to help us around town AC and ice cubes were at our service Very clean and modern ,good
 No slippers  Top floor room was excellent Spacious clean quiet and peaceful ,good
 Sometimes the cleaning of the room was a bit late  The view from my balcony was wonderful room was very comfortable ,good
 We didn t find anything we didn t like a will be booking again next time we stay in London  Location cleanliness and facilities 5miniute walk from the nearest tube station And a short hop on the tube to the museums Lots of shops near the and a great Italian restaurant 5mins away ,good
 Rooms are smaller than it looks in the photos But its ok if you planning to be out most of the time  Perfect location Everythi g is around Nice staff ,good
 The wifi in the room was very patchyNo Positive,good
 Grab rails in bathroom needed Marble very slipperyNo Positive,good
No Negative The staff is extremely professional and helpful,good
No Negative A free upgrade and a wonderful selection at the breakfast bar,good
 The cleanliness can be improved  The room was convenient to stay ,good
 The roof bar bad service was bad The waitress forgot our drinks and only came 30 mins later to say she forgot It s ok to forget but if we are only a handful of tables what s there to forget  Simply put perfection Hotel is amazing and staff is generally very attentive Surprised with a nice piece of cake and a bottle of bubbly for our anniversary The bed is exceptionally comfortable All in all the prefect hotel,good
 Pillow was too fat for me but bed was comfy  Lovely size single room Excellent breakfast and easy to get too ,good
No Negative Everything pool amazing,good
 There was a slight smell of sewage in the bathroom location staff breakfast,good
 Shower was small  Top notch service attention to detail ,good
 The shower within the bedroom is a bit too trendy and doesn t actually work within the room set up The pillows were terrible Sorry  The location is excellent and we were made to feel very welcome and nothing was a problem coffee and cake late afternoon with some wine in the bar is a must Breakfast upstairs on the rooftop restaurant is a great start to the day ,good
 The small room is very small It s enough for a single person at most  Tasty breakfast clean and nicely furnished room helpful and polite staff perfect location,good
No Negative The location is wonderful ,good
 Room was small and a little stuffy  Great location late checkout friendly staff ,good
 Nothing  First and foremost the location is absolutely perfect overlooking the Singel Canal and central to everything A very pleasant surprise was the breakfast buffet which is lovely and a true value Delicious baked goods and an excellent assortment of breakfast choices The Hotel Estherea is a lovely boutique hotel that oozes romance and perfection for enjoying Amsterdam ,good
No Negative Excellent hotel with very friendly personal Newly renovated rooms made my stay in Amsterdam smooth and comfortable Do not miss the restaurant ,good
 Glass doors of bathrooms Staff is very friendly,good
 Bedroom way too hot and controller didn t seem to bring heat down  Very good location helpful and polite staff ,good
 Streaky bathroom walls  Friendly and helpful staff ,good
 Breakfast was expensive 15 euro per person per day If you are looking for somewhere with a lot of nightlife restaurants close by this is not an ideal location  Very comfortable hotel loved the goodie bag in the bathroom Beds were great staff were helpful free mini bar an added bonus Good location beside large shopping centre with lots of places to eat Taxi rank and metro stop just outside the door ,good
 Un peur cher  Excellente situation excellent service ,good
 Overall a bit expensive Close from the train station Tv and wifi,good
 Buffet breakfast could be warmer Very convenient for metro and tram outside door and walking distance to central railway station and airport shuttle,good
No Negative This hotel was spot on The most comfortable super modern room with an amazing feel and community to it Will defiantly be back,good
 Breakfast was just average  Close to the O2 Lovely old building ,good
 Couldn t change euros at the reception and was a little further out than we would have liked but have absolutely no complaints about the hotel at all x All the staff were friendly and welcomed you Everyone spoke to you before you had to speak to them The cocktails were amazing and the variety of different foods at breakfast was outstanding Gorgeous place to stay x,good
No Negative friendly staff clean room great location,good
 Wifi was not that good  Great location nice rooms and friendly staff ,good
 A little on the expensive side like most of Amsterdam  Excellent hotel close to museums and walking distance to downtown ,good
 Rooms are small but we knew that Lack of storage drawers wardrobes is an issue but not a big one The worst fault is that the rooms at the front are very poorly insulated against noise Not much traffic in mid Soho but large numbers of very noisy people emerging from next door bars until the small hours Then dustcarts collecting rubbish and reversing noisily at 6 30 A modern 4 hotel in London shouldn t have these issues which would deter future visits  Cheerful staff Efficient response to queries Large comfy bed ,good
 No telly in room Modern close to tube great concept,good
 Room was very tired and in need of refurbishment  Location was excellent and staff couldn t be more helpful ,good
No Negative After a long flight from the US I felt very comforted to have everything I needed at the Cavendish From the fancy in room coffee to the beautiful facilities I felt very comfortable Wish I could have stayed longer ,good
No Negative perfect location professional staff clean nice,good
 First day WiFi didn t worked on any apple devices There is an option to use mobile app as a key but personnel don t know how to use it you have to update your booking virtual email with the real one and activate app Facilities Location within 10 minutes walk to Metro station Big rooms Good breakfast,good
 Smell of drains in bathroom and couldn t check into room on arrival so had to get changed in storage room to go out for the day Location was great Rooftop pool and bar area had amazing views of city Really nice rooms and lovely brand new bathroom,good
 The person who checked me in on the reception desk was miserable and unhelpful Added no value and provided no information passed me a form to sign and the key and didn t even tell me where the room was When I asked simply pointed to the lift He said 2 or three words to me came across rude and in my opinion should never work in a customer service role  The room was clean spacious and comfortable ,good
 Nothing Spa was nice,good
No Negative Location Great for Royal Albert Hall and Underground Comfortable and clean ,good
 Price Very good location to everywhere Very clean and comfy rooms good staff Ii would stay again especially if the prices could be a bit cheaper ,good
 nothing the view,good
No Negative Francisco concierge very kind,good
No Negative Staff are extremely lovely Diana dodu in particular made our stay one to not forget Excellent and lovely lady ,good
No Negative It was pleasant Minimum of Hassles Excellent Location Excellent Staff and being Indian we loved the restaurant ,good
 Food was terrible and the drinks are stupidly expensive  Location excellent Hotel generally very good ,good
No Negative Very helpful concierge,good
 Waiting 1 5 hrs for a pizza ordered via room service No Positive,good
No Negative every thing,good
No Negative Helpful friendly staff very clean free parking and close to transport ,good
No Negative Great buffet Am easygoing option for a family group ,good
No Negative Knowledgeable staff,good
 Nothing Quality hotel from moment of arrival to check out rooftop bar amazing will be returning as soon as possible ,good
No Negative Very good beds and bathroom large room,good
 The property next door was a bit off putting  The hotel was close to underground,good
 The decor isn t to my taste and the key on the app didn t always work first time  The staff were very friendly ,good
No Negative Luxury,good
 No cons come to mind  Visited Paris for the weekend with my 13 yr old daughter as she wanted to practice her French I chose the Scribe for it s location and figured with the Sofitel name beside it it would be acceptable We were not disappointed The location was great within walking distance to the things we wanted to do and see The reception upon check in was warm and welcoming And our room was upgraded without asking The room itself was modern spacious for Paris comfortable and had a small balcony overlooking the street The staff was very polite and always helpful especially the Concierge Service team Emmanuelle with whom I had spoken prior to our arrival with inquiries about possible language activities for my daughter was a complete delight She spoke in French with my daughter the whole time gave helpful suggestions of places to visit and even gave her a lovely parting gift a charming book in French We also had dinner at the hotel restaurant Simply delicious As with the other staff members the restaurant staff was helpful polite and very attentive In all it was a lovely albeit short stay and I say merci beaucoup to the staff at the Scribe We will definitely be returning ,good
 No complaints at all  Very good breakfast really close to metro just a 2 min walk literally easy access to all attractions cozy and large bed ,good
No Negative Loved the decor and the luxurious bathroom Location was perfect for us ,good
 Noise The room was facing the street Noise is normal it is a busy street even at night you can hear ambulances and police cars The problem isn t the street the windows isolation I very poor The window frame and rest of the window structure isn t very adequate  Breakfast is good English and continental are very complete However is no easy to understand what s included in our room rate and not At the breakfast room lobby you are informed that the breakfast is or isn t included after seating you receive a menu with prices you need to ask several times the stuff if this or that is included Nice is the kindness from the stuff they are really helpful,good
 none Great location nice staff good breakfast room facilities makes me come back each year,good
No Negative Great stay I traveled with my daughter who was actually going to Tobago flying from London We wanted to have some time together before her big university trip I emailed the reception asking for a room with a nice view I got much more that I expected On the arrival we got two complimentary drinks we could decide what we want They did not offer us a chip wine In the room my daughter found lots of balloons and a card The card was prepared by a lovely member of staff Teela She made a huge effort as the card was containing some images from Tobago and a nice story It was a great personal touch Thank you The room itself is not very specious but it is lovely The bed is extremely comfortable Everything is operated by an iPad Lights TV there is a great sellection of movies The hotel Location is great Is literally next to the Tower Hill underground station The reception is nice and modern There are also computers you can use At the bar you can buy some food good selection for a very reasonable price The second night was interrupted by a fire alarm but this things happen I got an email in the morning explaining the situation and apologising for this I would highly recommended the hotel to everyone traveling to London for business or leisure and I will definately stay in the hotel again ,good
 The only improvement I could suggest is the coffee situation in the morning The espresso machine takes a tad bit of time and creates a high waiting time I suggest having a large pot of coffee also available I m just being nit picky though  Overall the hotel was great in terms of location and price It s located literally 45 seconds away from the metro station on foot The breakfast package we selected was a great option Tons of delicious breakfast items to choose from Our room was spacious with very high ceilings The staff was very friendly ,good
No Negative We had a room to the back and it was quiet the room clean and the bathroom and shower very good I liked the 24 hour open shop in the hotel,good
 Room was small and dark only had a few recessed lights  Staff were friendly and polite The bed was very comfortable and the room and bathroom very clean Towels changed every day Lovely buffet breakfast available and good service ,good
 Nothing at all  The kindness of the reception attention of the staff and comfort of the Bed The Concierge always at the door greeting you is making you feel at home Extra thank you to the Concierge that can speak in Japanese ,good
 two beds joined together meant we had a dip in the missle  Dim Sum for breakfast ,good
 Nothing to do with hotel but the access to the hotel and London traffic sucks The rooms are huge some very helpful staff plus onsite parking beautiful view great location also a free shuttle to local tube and over ground stations,good
 Room size The room was very small and there was no bath and no toilet brush but we had a good stay location was great for what we needed,good
 There were some works being carried out but any disruptions were kept to an absolute minimum  Staff were very friendly and helpful ,good
 Little noise from construction at 7 30am but not too bad as we were out all day  The atmosphere was lovely good vibes yummy food Lovely style And colours ,good
 Woken up by people walking around the room above during the night  Good all round hotel great pub atmosphere excellent choice for breakfast ,good
 The room was lovely but my only complaint would be its a little small It was quite hard to move around and was especially hard to open and close the bathroom door if you were in the bathroom as there was no room  Location was great Only a 10 minute walk to Hyde Park to visit Winter Wonderland We had prosecco and strawberries sent to our room in the evening to celebrate our anniversary and the bar lady was very friendly and helpful Breakfast in the morning was delicious aswell Everything was clean and the bar was well stocked aswell Always a bonus ,good
 Nothing Everything Location ,good
 Room was not clean and was very worn Could do with an update That being said it still felt like value for money given its location  Amazing location and well rounded facilities,good
No Negative Bed very comfy ,good
 Couldn t work out how to deal with the heating but it was OK in the end didn t bother me as much The bed was so comfy The room was amazing,good
 Well if you need WiFi you can be dissappointed Neither me nor my bf could connect with Internet guy on Reception wasn t very able to help so we had to invest this 20 euro and buy two sim cards with 1GB each to be in touch with work  Location was extremely good really it s close to every attraction and also great in this city sightseeing way It s nice building on one side view is on Catedral I think on the other on full of life street very energetic Room was cosy clean bathroom also nice with great shower and strong it s rare hairdryer ,good
 The lack of storage meant vacuum cleaners where on the stairs in front of the lift of each level however was not in the way the lift was very small and slow so sometimes its just better to take the stairs  The staff in this Hotel were all very professional polite and helpful The location is fantastic minutes walk from the metro bus stops and the alleys beside the hotel are full of great places to eat and explore ,good
 Nothing I can t think of anything we could find fault with  The room was great and the breakfast was beyond our expectation Everyone we dealt with at the front desk or restaurant couldn t have been nicer or more helpful One of the best hotel experiences we have ever had ,good
 Tiny room Dirty floor dirty toilets shower head full of limescale Dirty table stove and toaster Tatty No lift or phone to contact reception Very disappointed Misleading website  The bed was clean and the location was pretty good but some of the local residents were very dodgy ,neutral
No Negative nothing,neutral
 The rooms were much smaller than advertised The wifi was barely working The location was good,neutral
 The room was filthy and no one cleaned it Plug sockets didn t work and staff walking in and out the room all dayNo Positive,neutral
 The furniture is very simple there is no carpete in the rooms the heating makes noise This hotel is good if you are in tranzit Every things looks very simple for a 4 stars hotel The breakfast is very expensive 25 90 for what is offers Parking,neutral
 Renovation in progress Bed very comfortable,neutral
 not a 4 Star hotel I would say 2 maybe rooms were small and AC didnt work location was close to the activities around,neutral
 The description of the hotel says u can enjoy breakfast however not every room contains such an offer The description of the room offer is also not clear as to whether breakfast is included The price of the breakfast is not mentioned anywhere in the hotel and the charges are made without prior consultation to the guest The staff of the restaurant was quite rude to me when I said I was surprised with the charges that were being made to me First time this kind of thing ever happened to me when using booking com I would say you can find better offers in the city Aparently they also blame the guests for employees being too expensive in Italy wtf  Rooms are confortable but old Renovation would be advisable Staff is ok but a bit too rude in general ,neutral
 Rooms are small however adequate  Staff very friendly and efficient nice breakfast and was able to leave luggage there while at work on the last day ,neutral
 Late night arrival home concierge couldn t be bothered to get out of his seat Noise from concert Bar were dreadful at making drinks The breakfast was good,neutral
 the bed was making squeaking noiseNo Positive,neutral
 The room smelled of damp Worn and threadbare carpets Bathroom mould and grout and silicone missing overall a dated tired dark miserable room  The location was great for where I needed to be Staff were good ,neutral
 carpets looked a bit like could do with a clean Convenient for Orly airport 30 minutes 30 Euro by Taxu,neutral
 Rushed staff small room tired and dirty  Location and bed ,neutral
 Staff  Reception did not appear to have our reservation details and kept us waiting an hour while they tried to find rooms Rooms had been pre paid ,neutral
 Toilet an floor were smelly Staff had miscommunication as they kept asking the same question over a small period of time A bit rushed to check out Nice kitchen facilities alright room size bed was so comfy,neutral
 The room space was small and did not present big enough for two people The air con took ages to become cool which was horrible considering we had opted in having a bedroom with no window there was a window but it couldn t open  The hotel staff and kitchen staff were polite and friendly from arrival to departure ,neutral
 I really don t think that you can class this hotel 4 when I arrived there were not towels so I had to ask at the desk for some I came back to the hotel from the city around 23 15 and there was no room service available nor were any of their cafes restaurants open for me to get food On the website it says that both the Savoy Cafe and Bar are open until 24 00 Mon Sunday but neither were open at 23 15 The only way I could get food or drinks was from a vending machine with limited choices There s no way of turning off the lights which are within the bathroom mirror which meant I had a poor night sleep I feel like I am being harsh as the staff were friendly but there is no way this is a 4 hotel and given I paid 150 EUR for 1 night I found it a little disappointing  The location of the hotel is great for business trips because you are close to the business parks and also to the metro station that takes you straight into the heart of Amsterdam takes about 15 minutes Staff were also friendly ,neutral
 Personnel du comptoir du Check outNo Positive,neutral
